MapCHECK 3 Measurement File:	Measured File

Header:
File Revision:	A
File Name:	H:\Physics\Share\MapCHECK\MapCHECK_QA\276477001(Essen)\2025\6\Linearity_1000MU_4-Jun-2025-A.txt
Date:	06/04/25	Time:	21:44:18	
Calibration File:	6x_newMapcheck.cal
Software Version:	8.6.0.76

	Device Config
Model:	1178 MapCHECK 3
Serial:	276477001
Hardware Revision:	E3\D3
Firmware Version:	1.00.01.00
FPGA Version:	1.0.0
Diode Type:	4
EIB Total Counts:	17015502	15690259
Collection Interval:	50	ms

	Device Setup
Beam Energy:	6	MV
MapPHAN:	0	
Orientation:	0

	Dose Calibration
Dose Per Count:	2.363315171e-05
Energy:	6x
Time Stamp:	1749090200
Temperature:	19.95342752	C
Comments:	6x       BR3_6/4/2025

	Data Corrections Applied
Absolute Dose:	1
Temperature:	1
Angular:	1
Field Size:	0

	Measurement Info
Delivery Type:	VMAT
Temperature:	20.066
Update Count:	2122
Backgrounds Count:	1
Total Pulses:	39908
Total Time:	115450	ms
Beam ON Time:	106050	ms
CaxY:	33
CaxX:	27
Row Counts in 2D:	65
Col Counts in 2D:	53

Background
Ycm	ROW	
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Dose Interpolated
Ycm	ROW	
16.0	65	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.286347980157788	0.000000000000000	2.427795129593694	0.000000000000000	2.330038999277835	0.000000000000000	2.589327616461022	0.000000000000000	3.218903444726677	0.000000000000000	3.689544135663623	0.000000000000000	3.843096418402771	0.000000000000000	3.914651650988737	0.000000000000000	3.402494426800521	0.000000000000000	2.452641962126852	0.000000000000000	2.351557612355490	0.000000000000000	2.419687083240188	0.000000000000000	2.453597589741185	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.5	64	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.597479705410643	2.598965893657085	2.579085299970886	2.689665171498043	2.566166251696281	2.775319169113365	2.797558112798996	2.960456684057660	3.007510670202646	3.712737772360865	4.280632137089787	4.410671045266707	4.445452078314031	4.493262715635878	4.515282374104774	4.521948481903298	4.410705561039702	3.880962909054358	3.128960464013142	3.037318480557106	2.961039365046141	2.894776460399520	2.778954081379692	2.814904373468246	2.839791190576024	2.797463361222382	2.716633115587629	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.0	63	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.827827642799191	2.873512626451080	2.932950589089024	3.005964959554227	3.185614004731311	3.128765547397359	3.407513312680346	3.279271622961029	3.447430336767974	3.642203041349187	4.343904837424349	4.765966012674578	5.227055829999390	5.028738285937528	5.169219991721936	4.973889865771258	5.247154341479982	4.830919808318360	4.581691184364066	3.780122608234140	3.606632131042292	3.391857574249200	3.487554782816758	3.250049562956592	3.221185138677079	3.159263569851562	3.179831548984688	2.969606168768827	2.812300659252290	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.5	62	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.966090005269636	3.113478272495407	3.135792568505465	3.240398240744909	3.326209944425686	3.429454805206349	3.355768620481497	3.547939357407422	3.464584729596800	3.700147595020897	3.769966321001778	4.596783230579232	5.212271246184792	5.425088599738696	5.273225243714758	5.358402509533144	4.963902755778342	5.300551047317604	5.084128146389694	4.692802679432936	3.803206653517063	3.794090626716869	3.512204018091611	3.617029588369480	3.512504248952840	3.474622364251441	3.396246401168456	3.373716913769931	3.169659351250699	3.133079483690130	2.977402841365487	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.0	61	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.168674824055838	3.307034586527623	3.524202873407337	3.489486683584634	3.566639860959461	3.661097173169348	3.850226651186901	3.786213315176581	3.963890766871042	3.937564933542286	4.118608992717035	4.374626654284304	5.060990517706012	5.561670879530008	5.987802079055844	5.881080469443600	6.027262046917542	5.746793990557396	5.907018945622398	5.549627270689820	5.302184733460922	4.489307243309483	4.254319704216509	3.991212536781664	3.955855303616711	3.842941226924579	3.768553668207391	3.733424317070460	3.749130353675882	3.584268275286217	3.572955082892043	3.325030035320539	3.223889334245767	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.5	60	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.249995212616883	3.416445890068000	3.569170643377679	3.702027767842865	3.731311431466272	3.802672399896306	3.901312236105344	4.075414416573885	3.974967222166886	4.244899789161261	4.203175244984270	4.500486453866053	4.548940785712394	5.409784995044366	5.985619675173384	6.267080106607168	6.236032508086250	6.334953358251224	6.088992213911304	6.197235447619252	5.905177257286264	5.527801188943340	4.597517882043440	4.530089603998274	4.242471121201826	4.324383112034577	4.134851686921372	4.122227488246969	4.019766845230110	3.996501733939591	3.845328313326242	3.724317300018295	3.525872882778860	3.456715456106007	3.238307919088590	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.0	59	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.437750418409014	3.534309129276133	3.677942880221599	3.808672542847856	3.983426123120172	4.039267737875557	4.011426071054147	4.281122609571968	4.575151556836410	4.548244718642136	4.837565922622846	4.869270491595882	5.131220792050512	5.292089909308936	6.043589001585676	6.493809934246916	6.858866164113196	6.815180888990360	6.987526664089800	6.784820090018082	6.887753373657046	6.544310824612074	6.306324882982736	5.395590190915182	5.026049708531318	4.841934105244764	4.964354336398396	4.682509451880216	4.565737752629004	4.469944787583666	4.371781423526129	4.170423832250986	3.953112921076036	3.873716458312153	3.838791688310813	3.559974863471473	3.386648392125011	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.5	58	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.483079159015442	3.679557370204638	3.771548005857036	3.957268692498628	4.004150524671976	4.320119084360279	4.430907325861637	4.569006642566216	4.636600574291970	4.920239270201500	4.805294172942402	5.242317356931450	5.305120006725900	5.534377142262446	5.444609057887162	6.497655784504430	7.087164896115412	7.363973006360960	7.178298219672190	7.452178849586090	7.175008108414178	7.370286251113386	7.077987784522252	6.673178700371038	5.652468290103238	5.537134422744290	5.134861254847516	5.314541299085380	5.065094031572090	5.052774065312780	4.922493128949424	4.761342238670908	4.511472671075538	4.357817168595092	4.177088341082906	4.055916466271242	3.776151454361479	3.670417164419384	3.505680453316989	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.0	57	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.533328133115267	3.776777095292736	4.025851897537061	4.169724545737407	4.375433359243900	4.577919151499550	4.861992363787330	5.021053951511838	5.197092599057110	5.351941787709072	5.663910776735214	5.712479756539890	6.021289325434654	6.136617117458166	6.256558712386206	6.592384585716268	7.415260182429466	7.954040749812066	8.331562745543042	8.314236207846832	8.467882406168194	8.327458034666976	8.340395737860072	8.033931680478372	7.655933843875924	6.744523832880962	6.335158437495092	6.077239757022668	6.093855573523516	5.873423959843444	5.657771348100596	5.469268714719978	5.239621731132544	5.062794197818332	4.789594741145890	4.672172726916562	4.431634381329771	4.211952265368779	4.013188357874056	3.869823329973222	3.725305597822715	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.5	56	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.743606467442467	3.930621454836542	4.064849191503172	4.379391753105730	4.506064920311630	4.845499210924604	5.070100358294998	5.403164079119240	5.594223517341268	5.759866660969450	5.910163200751990	6.304136914214722	6.359424751047286	6.776426381283188	6.963500425285900	7.175663328064076	7.253110390162230	8.317428562069638	8.982175175160346	9.303123202478898	9.279201460003896	9.401058508733830	9.326545886225456	9.334832328805452	9.061409355655242	8.475278384499832	7.334534760049590	7.156459755431022	6.745083762224548	6.839732270205162	6.676974886177570	6.364266294624122	6.057188650697348	5.887030233566680	5.710487647919354	5.478532843977182	5.290373444107686	4.936962223990360	4.626834867909810	4.426753857786568	4.235118910879128	4.041356134944812	3.755615856339462	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	3.955694404683398	4.140053461198413	4.380702027285260	4.589843668809874	4.920801003071058	5.061887476351020	5.430398205847888	5.749515937771018	6.086340077053364	6.229307706264876	6.337987326727434	6.848044924346490	7.283048928324402	7.373413114915978	7.761491023364914	7.943361218359682	8.229483784421968	8.678777308787568	9.619168500526506	10.192330454322512	10.619553429208312	10.449164014405722	10.530604282537770	10.593658819724886	10.610978335481044	10.287887782301942	9.849235578418564	8.781864051446980	8.211062061954858	7.989538706247044	7.843014858895010	7.528845236062352	7.065130293520976	6.885760446816448	6.540822904517474	6.354024296436878	6.123675542735796	5.819234502365124	5.399006202614174	5.118550876045672	4.831873294483276	4.630792467925252	4.449384174737938	4.144522503130517	3.958848638647171	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	3.944042306649749	4.285458202570277	4.480210945382529	4.788575003646240	4.993022453380008	5.311781270397468	5.390285776173498	6.003828138208822	6.411225109887824	6.768312060849824	6.898679903937440	7.408721842153284	7.860980241582134	8.194546814683442	8.089687756927318	8.755631454382042	8.818969640365950	9.448364351154182	9.613346560039568	10.799698288601820	11.548424712394892	11.805068804831092	11.367296885872912	11.880499995479186	11.906506774655280	11.939711066397058	11.629927859652916	11.008107909973174	9.732623805364906	9.543291345051254	9.158994141913764	8.990773605042502	8.530260905655852	8.231252550253446	7.879899938529998	7.529919426905126	7.041111090574892	6.822749023820562	6.463882820002846	6.081669637944086	5.616489139175426	5.321659160576804	5.006793491600664	4.784904951399236	4.414241342797497	4.200723136693680	3.893124755866938	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	4.074121573427870	4.340419698167487	4.761885153565430	4.996260461541894	5.300364588537156	5.586116105225114	5.943015848965304	6.317340918584446	6.783403460926078	7.272215546046446	7.677003152520666	8.079250722586842	8.537239896366128	9.061500540832086	9.544470331899916	9.827678362078008	10.352377396869982	10.623774191393134	11.131657419789244	11.655134838302838	12.417853381446320	13.223184088235680	13.685000191848242	13.629744297547180	13.717592038850776	13.678792692725202	13.611431295798988	13.329734464622864	12.820644396456312	11.716092851024326	11.070485370971490	10.733755766226216	10.430824513705378	9.980792892051742	9.449719063306966	9.124322453913656	8.657843773998140	8.143582006119916	7.662326641968712	7.283402015006144	6.847300389983894	6.377445849060664	5.831480717047848	5.556408477942630	5.269200796460844	4.890976595442154	4.536677809463114	4.289349632087063	4.083257235717708	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	4.068450751253575	4.377243183892446	4.581629759026896	5.135557540085552	5.442581158682462	5.825842444181360	6.108061530017992	6.652263051703652	7.152658588272904	7.701809414550310	8.217230460851218	8.771123323038244	9.204079937523132	9.857787379645964	10.303311693480166	11.016640594997274	11.324177962614810	11.942278463662844	12.192092308547360	13.004013381260734	13.457681991936220	14.542479907698642	15.241458067253260	15.730940202938374	15.749088073616790	15.891147724658158	15.479640661595762	15.626656972293042	15.256934306583236	14.609723924340570	13.240617831304598	12.970197594986920	12.274719038314232	12.136109343261050	11.512367085538772	11.098823812222160	10.509827039819516	9.932855362562536	9.213046517937920	8.735288939313702	8.160098208069124	7.705924679339236	7.214513150035486	6.669700892678284	6.118158906661162	5.790403379518488	5.343786433047166	5.041545455323838	4.644338727300490	4.383397145174928	4.024101387025616	0.000000000000000
9.0	51	4.131267904261972	4.375013702641216	4.784770651861442	5.159467832615438	5.756134089067416	6.038152675023682	6.452362499487834	6.889039083641924	7.405316239558402	8.088530077592588	8.653945148151040	9.356115103191264	9.986179741257964	10.737269775115124	11.386517991214430	12.149192461678492	12.894602391994200	13.524973566274402	13.900466186619222	14.651231083773442	15.234621804770116	16.166779423486160	17.052926190158760	17.930365000088550	18.248214479035200	18.642847431474970	18.618270124569310	18.466011418638210	18.158621625194180	17.961357077680490	17.120699163018130	16.093666741669680	15.294968139357356	14.856291814551284	14.326526735485816	13.721577668928692	12.923382060223382	12.216111560496220	11.350704118494570	10.738932654915276	9.905684389279052	9.302013503313466	8.601786969268438	8.073474354535704	7.514650796968638	6.963663754035820	6.430467381904780	6.011899380509140	5.641378851484584	5.151146296378494	4.781891230655900	4.411039630793775	4.177095202276233
8.5	50	0.000000000000000	4.515565503187876	5.107521654712202	5.515336830505996	6.090531099941218	6.501532952857018	7.062515106048906	7.590416065503466	8.407192435530412	9.142200334388008	9.836805987268468	10.567105062504834	11.544558064664966	12.372301430464966	13.268643393971896	14.012337770025172	15.234239099512788	15.980647723869372	16.783756089047910	17.277744035157070	18.397352806631350	18.921887707079540	20.410994713637680	21.178861263906970	21.813511629354620	21.955817048678590	22.071584438726510	21.607513263193600	21.790060638776260	21.309173215926420	20.294605450029250	18.718381832998620	18.414216095973490	17.528953345047730	17.110526092529890	16.124034794466800	15.274339326173514	14.080533023447420	13.392382249664990	12.486295593949562	11.499879162233750	10.540484446637250	9.749030689604976	8.962946501870248	8.367353189998788	7.791377930608696	7.200623865450964	6.631964855600036	6.084787565824856	5.536976376073006	5.145370870730024	4.661070703217352	0.000000000000000
